6.75	-2.311695	-1.907307	-1.768229
7	-1.878207	-1.453389	-1.307777
7.25	-1.452791	-1.007642	-0.855552
7.5	-1.035223	-0.569848	-0.411336
7.75	-0.625289	-0.139795	0.025082
7.8	-0.544199	-0.054696	0.111448
8	-0.22278	0.28272	        0.453905
8.25	0.172503	0.697893	0.875331
8.5	0.560753	1.105915	1.28949
8.75	0.942157	1.506969	1.696742
